Ticker,Entry_Bar,Exit_Bar,Position,Entry_Price,Exit_Price,Regime,Net_Return,Exit_Reason
USDCHF=X,2784,2786,SHORT,0.7728899717330933,0.775449982711247,Mean Reversion,-0.0035122579820945576,SL
USDCHF=X,2808,2810,SHORT,0.7871800065040588,0.7857549999441419,Mean Reversion,0.0016102677254794307,TP
USDCHF=X,2832,2835,SHORT,0.7810199856758118,0.7795242837497166,Mean Reversion,0.001715062294854053,TP
USDCHF=X,2856,2858,SHORT,0.780430018901825,0.7791971521718162,Mean Reversion,0.0013797274581308417,TP
USDCHF=X,2904,2911,SHORT,0.7795799970626831,0.7775885718209403,Mean Reversion,0.0023544847857129626,TP
AUDUSD=X,2448,2454,LONG,0.7024939060211182,0.7035965280873435,Mean Reversion,0.001369582393206037,TP
AUDUSD=X,2496,2502,LONG,0.7073636651039124,0.7083011823041099,Mean Reversion,0.0011253680482157026,TP
AUDUSD=X,2664,2671,LONG,0.7049700617790222,0.7020186185836792,Mean Reversion,-0.0043866220359697556,SL
AUDUSD=X,2712,2718,LONG,0.705865740776062,0.7069374620914459,Mean Reversion,0.001318307595160584,TP
AUDUSD=X,2736,2740,LONG,0.7063643336296082,0.7073779020990644,Mean Reversion,0.0012349089006915338,TP
USDCAD=X,1416,1428,SHORT,1.3825600147247314,1.3803785613604955,Mean Reversion,0.001377836289927914,TP
USDCAD=X,1680,1687,LONG,1.3735699653625488,1.3707486050469535,Mean Reversion,-0.002254034659130455,SL
USDCAD=X,1824,1828,LONG,1.369629979133606,1.3709707174982344,Mean Reversion,0.000778905532921015,TP
USDCAD=X,1848,1872,LONG,1.3724000453948975,1.3711999654769897,Mean Reversion,-0.001074438850344439,REGIME_SHIFT
USDCAD=X,2016,2022,SHORT,1.387220025062561,1.3885436143193925,Trend Breakout,-0.0011541307311879966,SL
USDCAD=X,2304,2308,SHORT,1.3558000326156616,1.3534186056682043,Mean Reversion,0.0015564735876742787,TP
USDCAD=X,2472,2476,SHORT,1.357800006866455,1.356052884033748,Mean Reversion,0.0010867306111885578,TP
USDCAD=X,2496,2504,SHORT,1.3530999422073364,1.3560585124152047,Mean Reversion,-0.0023865126998985574,SL
USDCAD=X,2520,2523,SHORT,1.357800006866455,1.3556900024414062,Mean Reversion,0.0013539876376332583,TP
USDCAD=X,2544,2546,SHORT,1.3583199977874756,1.3619514192853654,Mean Reversion,-0.0028734653865105874,SL
USDCAD=X,2568,2571,SHORT,1.362239956855774,1.36048424243927,Mean Reversion,0.0010888437221855175,TP
USDCAD=X,2952,2953,SHORT,1.357990026473999,1.3556343231882368,Mean Reversion,0.0015346985175427098,TP
NZDUSD=X,1488,1497,LONG,0.58065265417099,0.581560594694955,Mean Reversion,0.0013636551687880917,TP
NZDUSD=X,1536,1538,LONG,0.5771006345748901,0.5780287768159594,Mean Reversion,0.0014082849081477945,TP
NZDUSD=X,2256,2261,LONG,0.5995563268661499,0.5978218402181353,Mean Reversion,-0.0030929502872242497,SL
NZDUSD=X,2280,2281,LONG,0.6010338068008423,0.60197771021298,Mean Reversion,0.0013704664221167785,TP
NZDUSD=X,2328,2329,LONG,0.603463888168335,0.6048148700169155,Mean Reversion,0.0020387120009468297,TP
NZDUSD=X,2376,2378,LONG,0.6043025851249695,0.6054417661258152,Mean Reversion,0.0016851168750340096,TP
NZDUSD=X,2448,2453,LONG,0.6022282242774963,0.6030574781554086,Mean Reversion,0.00117697611052201,TP
NZDUSD=X,3000,3003,SHORT,0.5900400876998901,0.5911250157015664,Trend Breakout,-0.0020387360863998393,SL
EURGBP=X,1224,1230,LONG,0.8784300088882446,0.8794278672763279,Mean Reversion,0.0009359566248723141,TP
EURGBP=X,2160,2168,SHORT,0.8720999956130981,0.8710964236940656,Mean Reversion,0.000950753266919824,TP
EURJPY=X,1248,1251,SHORT,181.1580047607422,180.95857783726282,Mean Reversion,0.0009008452193032037,TP
EURJPY=X,1632,1635,SHORT,182.8719940185547,183.3344225202288,Mean Reversion,-0.002728700494331515,SL
EURJPY=X,1680,1682,LONG,183.656005859375,183.8865029471261,Mean Reversion,0.0010550479178317086,TP
EURJPY=X,1704,1713,SHORT,183.75799560546875,183.50977979387557,Mean Reversion,0.0011507755718347169,TP
EURJPY=X,1728,1732,SHORT,183.39100646972656,183.91643851143974,Mean Reversion,-0.003065091652135776,SL
EURJPY=X,1776,1777,SHORT,184.03199768066406,183.75449589320593,Mean Reversion,0.001307899663946821,TP
EURJPY=X,1800,1822,LONG,183.86099243164062,184.09134783063615,Mean Reversion,0.0010528780354603696,TP
EURJPY=X,1920,1926,SHORT,182.8090057373047,183.16529192243303,Mean Reversion,-0.002148953136588383,SL
EURJPY=X,1944,1948,SHORT,183.0279998779297,182.85885729108537,Mean Reversion,0.0007241350337496623,TP
EURJPY=X,2040,2041,SHORT,184.947998046875,184.755855015346,Mean Reversion,0.0008389030081867645,TP
EURJPY=X,2328,2329,LONG,183.5850067138672,183.882075718471,Mean Reversion,0.001418155043929148,TP
EURJPY=X,2352,2358,LONG,183.93699645996094,184.1200670514788,Mean Reversion,0.000795289664620147,TP
EURJPY=X,2424,2425,LONG,185.3679962158203,185.5787843976702,Mean Reversion,0.0009371336269097032,TP
GBPJPY=X,1248,1254,LONG,206.86700439453125,206.52278900146484,Trend Breakout,-0.001863945364674624,SL
GBPJPY=X,2208,2211,LONG,214.1929931640625,213.25327845982142,Mean Reversion,-0.004587233636168996,SL
EURCHF=X,1776,1793,SHORT,0.929099977016449,0.9277121084077018,Mean Reversion,0.0012937774653744905,TP
EURCHF=X,1872,1873,SHORT,0.9303200244903564,0.9293450244835445,Mean Reversion,0.0008480264652436011,TP
EURCHF=X,1992,1997,SHORT,0.9312899708747864,0.9302785439150674,Mean Reversion,0.0008860494489906003,TP
EURCHF=X,2064,2088,SHORT,0.9312199950218201,0.9310299754142761,Mean Reversion,4.054475376080892e-06,REGIME_SHIFT
EURCHF=X,2136,2137,SHORT,0.9268900156021118,0.9257557306970868,Mean Reversion,0.00102375350465731,TP
EURCHF=X,2160,2161,SHORT,0.926580011844635,0.9254471659660339,Mean Reversion,0.001022609881628922,TP
EURCHF=X,2208,2213,SHORT,0.9277200102806091,0.9266364361558642,Mean Reversion,0.0009679969309028593,TP
EURCHF=X,2280,2291,SHORT,0.918470025062561,0.9170521710600171,Mean Reversion,0.001343712874513603,TP
EURCHF=X,2352,2368,SHORT,0.9156500101089478,0.9179543086460659,Mean Reversion,-0.0027165713009098757,SL
EURCHF=X,2400,2409,SHORT,0.9163900017738342,0.9152892827987671,Mean Reversion,0.001001146862074509,TP
EURCHF=X,2424,2443,SHORT,0.9161900281906128,0.9150650330952236,Mean Reversion,0.001027905850068045,TP
EURCHF=X,2520,2526,SHORT,0.9131600260734558,0.9116328912121909,Mean Reversion,0.0014723628035181236,TP
EURCHF=X,2544,2549,SHORT,0.9121400117874146,0.9109357127121517,Mean Reversion,0.0011203006771985714,TP
GBPCHF=X,2232,2250,LONG,1.062440037727356,1.0641421675682068,Mean Reversion,0.0014020949704529385,TP
GBPCHF=X,2256,2257,LONG,1.0586400032043457,1.0556385687419347,Mean Reversion,-0.003035179525925824,SL
GBPCHF=X,2280,2282,SHORT,1.0580400228500366,1.0616214275360107,Mean Reversion,-0.003584942543408709,SL
GBPCHF=X,2352,2354,SHORT,1.061579942703247,1.0600577933447701,Mean Reversion,0.0012338527860661142,TP
GBPCHF=X,2400,2408,SHORT,1.0530999898910522,1.0509742924145289,Mean Reversion,0.0018185143831814577,TP
GBPCHF=X,2448,2464,SHORT,1.0492099523544312,1.0470078076635088,Mean Reversion,0.0018988598954677639,TP
GBPCHF=X,2472,2477,SHORT,1.0479700565338135,1.0460578884397234,Mean Reversion,0.001624640009672307,TP
GBPCHF=X,2496,2501,SHORT,1.0517200231552124,1.0495842865535192,Mean Reversion,0.001830708320343577,TP
GBPCHF=X,2520,2525,SHORT,1.0482900142669678,1.046408576624734,Mean Reversion,0.0015947682574744882,TP
GBPCHF=X,2664,2669,SHORT,1.0459400415420532,1.044260059084211,Mean Reversion,0.0014061938458397095,TP
GBPCHF=X,2784,2788,SHORT,1.0354599952697754,1.0334964309419905,Mean Reversion,0.0016963208011462117,TP
GBPCHF=X,2808,2827,SHORT,1.044700026512146,1.042115032672882,Mean Reversion,0.002274388603103783,TP
GBPCHF=X,2832,2836,SHORT,1.0436400175094604,1.0415507469858443,Mean Reversion,0.001801907255915758,TP
AUDJPY=X,2136,2139,LONG,106.25499725341797,106.48671231951032,Mean Reversion,0.001980745113942395,TP
AUDJPY=X,2208,2213,LONG,108.55599975585938,107.9942855834961,Mean Reversion,-0.005374418490240695,SL
AUDJPY=X,2352,2354,SHORT,109.29000091552734,108.9389294215611,Mean Reversion,0.0030122928998563615,TP
AUDJPY=X,2976,2992,SHORT,113.59600067138672,113.10085841587612,Trend Breakout,0.00415880006852496,TP
NZDJPY=X,1824,1839,LONG,90.20999908447266,90.34407043457031,Mean Reversion,0.0012862138505522537,TP
NZDJPY=X,2136,2137,LONG,92.06199645996094,92.2493531363351,Mean Reversion,0.0018351142010661682,TP
NZDJPY=X,2424,2430,LONG,94.5979995727539,94.77035576956612,Mean Reversion,0.0016219856401895384,TP
CHFJPY=X,1296,1308,SHORT,193.3730010986328,193.09678322928292,Mean Reversion,0.0012284200368230858,TP
CHFJPY=X,1368,1371,SHORT,194.1510009765625,193.91264125279017,Mean Reversion,0.0010277027806882889,TP
CHFJPY=X,1416,1420,SHORT,192.9929962158203,193.3337140764509,Mean Reversion,-0.001965441582395777,SL
CHFJPY=X,1536,1537,SHORT,194.9929962158203,194.7817829677037,Mean Reversion,0.0008831837666767097,TP
CHFJPY=X,1656,1660,SHORT,197.9969940185547,198.4344242640904,Mean Reversion,-0.002409277204959559,SL
CHFJPY=X,1920,1928,SHORT,196.6510009765625,196.4086434500558,Mean Reversion,0.0010324245760416685,TP
CHFJPY=X,2112,2120,LONG,198.2169952392578,197.96663774762834,Trend Breakout,-0.001463047557184871,SL
EURAUD=X,1776,1777,LONG,1.757290005683899,1.759540012904576,Mean Reversion,0.0010803846908588933,TP
EURAUD=X,1920,1930,SHORT,1.7312099933624268,1.7364085572106498,Mean Reversion,-0.0032028499535901255,SL
EURAUD=X,2376,2381,LONG,1.6825300455093384,1.6851807577269418,Mean Reversion,0.0013754323226964128,TP
EURAUD=X,2472,2474,SHORT,1.6836700439453125,1.6817464573042733,Mean Reversion,0.0009424962081831858,TP
EURNZD=X,3024,3028,SHORT,1.9667099714279175,1.9727927786963326,Mean Reversion,-0.0032928847449727127,SL
GBPAUD=X,2160,2176,LONG,1.9959299564361572,1.9895642825535365,Mean Reversion,-0.0033893272918188665,SL
GBPAUD=X,2208,2212,SHORT,1.9744700193405151,1.9712592959403992,Mean Reversion,0.0014261190945752179,TP
AUDNZD=X,1584,1596,SHORT,1.1448999643325806,1.1431470939091273,Mean Reversion,0.0013310249611852899,TP
AUDNZD=X,1656,1663,SHORT,1.1484299898147583,1.1471914393561227,Mean Reversion,0.0008784727581307774,TP
AUDNZD=X,1680,1704,SHORT,1.1468000411987305,1.1484800577163696,Mean Reversion,-0.0016649602871334989,REGIME_SHIFT
AUDNZD=X,2160,2168,SHORT,1.1536999940872192,1.1522150039672852,Mean Reversion,0.0010871544834399672,TP
AUDNZD=X,2208,2215,SHORT,1.1572400331497192,1.155505052634648,Mean Reversion,0.0012992399721508453,TP
AUDNZD=X,2328,2333,SHORT,1.156599998474121,1.1595828533172607,Mean Reversion,-0.0027789856882887375,SL
AUDNZD=X,2352,2361,SHORT,1.1563600301742554,1.1598271983010429,Mean Reversion,-0.0031983465670850863,SL
AUDNZD=X,2376,2381,SHORT,1.159019947052002,1.162388563156128,Mean Reversion,-0.0031064349692118353,SL
AUDNZD=X,2400,2404,SHORT,1.164199948310852,1.162634219442095,Mean Reversion,0.0011448968719064202,TP
AUDNZD=X,2568,2574,SHORT,1.1707700490951538,1.1739429235458374,Mean Reversion,-0.002910074837612986,SL
GC=F,1224,1225,SHORT,4222.89990234375,4191.664202008928,Mean Reversion,0.007196741826034115,TP
GC=F,1320,1321,SHORT,4230.89990234375,4205.792759486607,Mean Reversion,0.005734232299666276,TP
GC=F,1392,1400,SHORT,4304.39990234375,4302.10009765625,Mean Reversion,0.00033429159457230037,TIME_EXIT
GC=F,1416,1423,SHORT,4325.7998046875,4346.721156529018,Trend Breakout,-0.0050364124060589205,SL
GC=F,1440,1442,SHORT,4342.7001953125,4328.750244140625,Mean Reversion,0.0030122758985141385,TP
GC=F,1464,1472,SHORT,4341.39990234375,4359.7998046875,Mean Reversion,-0.0044382417555721915,TIME_EXIT
GC=F,1512,1520,LONG,4363.89990234375,4355.10009765625,Mean Reversion,-0.0022165001224646818,TIME_EXIT
GC=F,1584,1585,LONG,4547.10009765625,4511.428780691965,Mean Reversion,-0.008044849727999593,SL
GC=F,1608,1609,LONG,4552.7001953125,4570.200265066965,Mean Reversion,0.003643888023306041,TP
GC=F,1656,1661,SHORT,4354.89990234375,4333.671351841518,Mean Reversion,0.004674635692730167,TP
GC=F,1680,1688,SHORT,4394.7001953125,4346.5,Trend Breakout,0.010767800571222485,TIME_EXIT
GC=F,1728,1733,SHORT,4456.5,4486.985770089285,Mean Reversion,-0.00704074275536517,SL
GC=F,1752,1753,SHORT,4474.2001953125,4458.100202287947,Mean Reversion,0.003398406937941889,TP
GC=F,1776,1777,SHORT,4431.0,4417.564348493303,Mean Reversion,0.0028321939757834703,TP
GC=F,1848,1849,SHORT,4638.89990234375,4624.26416015625,Mean Reversion,0.002955002801441209,TP
GC=F,2136,2142,LONG,4924.7998046875,4989.956961495535,Mean Reversion,0.013030417355446055,TP
GC=F,2160,2163,LONG,5071.2998046875,4990.985560825893,Mean Reversion,-0.016037013577341795,SL
GC=F,2280,2288,LONG,5099.2001953125,5084.7998046875,Mean Reversion,-0.0030240488848109147,TIME_EXIT
GC=F,2424,2432,LONG,5187.2001953125,5157.60009765625,Mean Reversion,-0.005906372713935037,TIME_EXIT
GC=F,2448,2449,LONG,5243.10009765625,5195.614467075893,Mean Reversion,-0.0092567850500477,SL
GC=F,2592,2600,SHORT,5170.2998046875,5155.7001953125,Mean Reversion,0.0026237452230068793,TIME_EXIT
GC=F,2616,2622,SHORT,5171.39990234375,5146.09992327009,Mean Reversion,0.004692288268442347,TP
GC=F,2640,2646,LONG,5116.7001953125,5141.964460100447,Mean Reversion,0.004737608971323338,TP
GC=F,2664,2672,LONG,5104.39990234375,5113.10009765625,Mean Reversion,0.0015044501761127594,TIME_EXIT
GC=F,2712,2715,LONG,5194.10009765625,5156.314313616072,Mean Reversion,-0.007474750838403898,SL
GC=F,2736,2740,LONG,5184.7998046875,5140.128278459822,Mean Reversion,-0.008815863275432845,SL
CL=F,1320,1321,SHORT,59.2400016784668,59.43500110081264,Trend Breakout,-0.003491684956462815,SL
CL=F,2088,2089,LONG,64.08000183105469,64.43928800310407,Mean Reversion,0.005406837730695258,TP
CL=F,2160,2164,LONG,63.400001525878906,63.540000915527344,Mean Reversion,0.002008192212602489,TIME_EXIT
CL=F,2280,2284,LONG,64.87000274658203,64.88999938964844,Mean Reversion,0.00010825716386240209,TIME_EXIT
CL=F,2400,2404,LONG,66.44000244140625,66.63999938964844,Mean Reversion,0.0028101887551639005,TIME_EXIT
